latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-37.485,149.553,311.3,1.1,1,2020-03-20,0015,T,69,6.0NRT,297.4,7,D
-37.494,149.551,327.4,1.1,1,2020-03-20,0015,T,84,6.0NRT,297.3,23.7,D
-38.228,147.165,312.2,1,1,2020-03-20,0015,T,55,6.0NRT,294.6,8.7,D
-38.229,147.176,306.3,1,1,2020-03-20,0015,T,47,6.0NRT,292.7,4.8,D
-21.376,145.025,318,2.1,1.4,2020-03-20,0010,T,55,6.0NRT,304.9,17.2,D
-23.325,149.355,334.4,1.1,1,2020-03-20,0010,T,85,6.0NRT,303.9,28.9,D
-23.327,149.365,325.3,1.1,1,2020-03-20,0010,T,75,6.0NRT,303,16.2,D
-23.649,149.01,328.6,1.1,1,2020-03-20,0010,T,78,6.0NRT,303.8,22.7,D
-23.65,149.021,326.5,1.1,1,2020-03-20,0010,T,76,6.0NRT,303.8,19.7,D
-26.383,149.563,316.4,1,1,2020-03-20,0010,T,58,6.0NRT,301.8,7.7,D
-26.838,151.881,320.7,1.1,1,2020-03-20,0010,T,67,6.0NRT,298.2,14.5,D
-26.84,151.891,345.4,1.1,1,2020-03-20,0010,T,93,6.0NRT,300.7,52.5,D
-27.037,151.39,328.6,1,1,2020-03-20,0010,T,80,6.0NRT,309.1,18,D
-27.011,150.688,322.4,1,1,2020-03-20,0010,T,70,6.0NRT,305.4,10.6,D
-27.564,153.001,317.9,1.2,1.1,2020-03-20,0010,T,30,6.0NRT,303,8.2,D
-27.215,150.381,321.2,1,1,2020-03-20,0010,T,60,6.0NRT,303.7,8.8,D
-27.216,150.391,336.1,1,1,2020-03-20,0010,T,85,6.0NRT,305.2,27.5,D
-27.218,150.401,321.3,1,1,2020-03-20,0010,T,56,6.0NRT,304.5,8.6,D
-27.518,150.567,323.7,1,1,2020-03-20,0010,T,71,6.0NRT,305.9,9.6,D
-28.082,151.051,315,1,1,2020-03-20,0010,T,36,6.0NRT,302.4,6,D
-28.091,151.049,316.4,1,1,2020-03-20,0010,T,50,6.0NRT,302.3,7.5,D
-28.274,151.972,319.5,1.1,1,2020-03-20,0010,T,71,6.0NRT,303.1,11.8,D
-28.44,152.208,314,1.1,1.1,2020-03-20,0010,T,62,6.0NRT,299.9,8.3,D
-28.424,151.264,322.5,1,1,2020-03-20,0010,T,59,6.0NRT,306.2,9.6,D
-29.223,150.738,341.6,1,1,2020-03-20,0010,T,90,6.0NRT,307.4,37.4,D
-29.224,150.748,326.4,1,1,2020-03-20,0010,T,76,6.0NRT,307.1,14.8,D
-29.232,150.736,378.8,1,1,2020-03-20,0010,T,100,6.0NRT,306.7,142.7,D
-29.233,150.747,327.6,1,1,2020-03-20,0010,T,76,6.0NRT,304.9,15.8,D
-29.825,150.702,316.5,1,1,2020-03-20,0010,T,45,6.0NRT,302.6,6.7,D
-30.199,152.788,352.5,1.2,1.1,2020-03-20,0010,T,97,6.0NRT,297,90.2,D
-30.201,152.801,322.7,1.2,1.1,2020-03-20,0010,T,80,6.0NRT,295.9,25.7,D
-30.209,152.787,338,1.2,1.1,2020-03-20,0010,T,90,6.0NRT,294.5,51.1,D
-30.211,152.799,325.2,1.2,1.1,2020-03-20,0010,T,82,6.0NRT,294.7,28.1,D
-30.084,151.4,333.6,1.1,1,2020-03-20,0010,T,87,6.0NRT,297.8,33.6,D
-30.401,151.723,308.4,1.1,1.1,2020-03-20,0010,T,55,6.0NRT,296.2,5.8,D
-30.637,151.349,309.5,1.1,1,2020-03-20,0010,T,50,6.0NRT,298.3,4.8,D
-30.724,148.97,325.2,1,1,2020-03-20,0010,T,73,6.0NRT,303,14.1,D
-30.725,148.98,319.9,1,1,2020-03-20,0010,T,62,6.0NRT,302.5,8.1,D
-30.99,146.678,334.1,1.1,1.1,2020-03-20,0010,T,83,6.0NRT,307.8,24.5,D
-30.993,146.671,326.5,1.1,1.1,2020-03-20,0010,T,74,6.0NRT,308.3,14.8,D
-30.995,146.683,325.2,1.1,1.1,2020-03-20,0010,T,71,6.0NRT,306.4,13,D
-31.679,145.01,322.4,1.3,1.1,2020-03-20,0010,T,62,6.0NRT,307.6,9.3,D
-33.814,150.797,312.6,1.1,1,2020-03-20,0010,T,43,6.0NRT,299.3,5,D
-34.461,150.88,320.8,1.1,1.1,2020-03-20,0010,T,55,6.0NRT,304.4,9.4,D
-34.465,150.886,319.8,1.1,1.1,2020-03-20,0010,T,55,6.0NRT,304.3,10.2,D
-35.896,145.595,316,1.1,1,2020-03-20,0010,T,60,6.0NRT,299.7,8.6,D
-35.902,145.6,312.5,1.1,1,2020-03-20,0010,T,48,6.0NRT,300.1,4.6,D
45.146,28.945,324.2,1,1,2020-03-20,0020,A,100,6.0NRT,276.6,28.4,N
45.135,28.955,359.7,1,1,2020-03-20,0020,A,100,6.0NRT,278.1,96.1,N
11.93,21.807,301.9,1.3,1.1,2020-03-20,0025,A,12,6.0NRT,286.7,6.1,N
11.924,21.781,313.9,1.3,1.1,2020-03-20,0025,A,88,6.0NRT,290.5,17.9,N
11.922,21.793,348.5,1.3,1.1,2020-03-20,0025,A,100,6.0NRT,294.3,87.9,N
11.92,21.805,325.4,1.3,1.1,2020-03-20,0025,A,100,6.0NRT,290.1,34.4,N
11.918,21.817,308.9,1.3,1.1,2020-03-20,0025,A,76,6.0NRT,287.1,12.8,N
11.914,21.78,336.8,1.3,1.1,2020-03-20,0025,A,100,6.0NRT,291.3,57.2,N
11.912,21.791,373,1.3,1.1,2020-03-20,0025,A,100,6.0NRT,297.9,189.8,N
11.91,21.803,323.8,1.3,1.1,2020-03-20,0025,A,100,6.0NRT,289.9,31.3,N
11.908,21.815,313.6,1.3,1.1,2020-03-20,0025,A,82,6.0NRT,286.7,17.5,N
11.114,20.682,308.8,1.2,1.1,2020-03-20,0025,A,75,6.0NRT,293.3,9.9,N
11.113,20.693,335,1.2,1.1,2020-03-20,0025,A,100,6.0NRT,294.6,44.2,N
10.981,21.519,303.3,1.3,1.1,2020-03-20,0025,A,10,6.0NRT,291.9,5.6,N
10.979,21.531,302.8,1.3,1.1,2020-03-20,0025,A,6,6.0NRT,291.3,5.5,N
11.11,20.687,325.7,1.2,1.1,2020-03-20,0025,A,100,6.0NRT,294.8,29.5,N
11.108,20.697,319.2,1.2,1.1,2020-03-20,0025,A,98,6.0NRT,294.5,21,N
10.981,21.525,309.8,1.3,1.1,2020-03-20,0025,A,78,6.0NRT,292,12.4,N
10.946,20.83,307.2,1.2,1.1,2020-03-20,0025,A,71,6.0NRT,291,10.2,N
11.105,19.741,323.7,1.1,1,2020-03-20,0025,A,100,6.0NRT,289.5,24,N
11.103,19.751,307.1,1.1,1,2020-03-20,0025,A,70,6.0NRT,286.7,8.7,N
11.247,18.741,304.2,1,1,2020-03-20,0025,A,59,6.0NRT,291.5,4.9,N
11.725,15.004,305.8,1.3,1.1,2020-03-20,0025,A,66,6.0NRT,284,12.2,N
10.399,18.182,317.5,1,1,2020-03-20,0025,A,95,6.0NRT,291.2,13.6,N
10.398,18.191,307.1,1,1,2020-03-20,0025,A,35,6.0NRT,290.4,5.7,N
10.39,18.181,311.5,1,1,2020-03-20,0025,A,79,6.0NRT,291.3,8.8,N
10.389,18.19,307.2,1,1,2020-03-20,0025,A,38,6.0NRT,290.2,5.8,N
10.381,18.174,301.7,1,1,2020-03-20,0025,A,43,6.0NRT,290.8,3.6,N
10.379,18.183,306,1,1,2020-03-20,0025,A,66,6.0NRT,290.6,6,N
10.576,16.773,314.1,1,1,2020-03-20,0025,A,88,6.0NRT,290.7,12.9,N
10.418,16.127,303.4,1.1,1,2020-03-20,0025,A,55,6.0NRT,290.9,4.7,N
10.338,15.976,302.2,1.1,1.1,2020-03-20,0025,A,48,6.0NRT,287.9,5,N
52.849,29.99,301.7,1,1,2020-03-20,0015,A,43,6.0NRT,272.5,10.1,N
52.446,25.064,308.6,1.3,1.1,2020-03-20,0015,A,75,6.0NRT,270.6,19.9,N
51.915,26.118,315.2,1.2,1.1,2020-03-20,0015,A,91,6.0NRT,273.3,23,N
47.868,33.45,312.4,1.3,1.1,2020-03-20,0015,A,85,6.0NRT,275.1,25,N
48.171,30.624,303.1,1.1,1,2020-03-20,0015,A,53,6.0NRT,276.8,10.9,N
7.187,124.352,317.6,3.4,1.7,2020-03-20,0140,T,31,6.0NRT,297.6,41.3,D
0.792,127.379,320.2,1.6,1.2,2020-03-20,0140,T,0,6.0NRT,297.8,18.8,D
-2.141,132.495,313.5,1.1,1,2020-03-20,0140,T,54,6.0NRT,292.5,8.3,D
-1.457,127.445,316.5,1.4,1.2,2020-03-20,0140,T,0,6.0NRT,295.6,12.4,D
-12.474,130.914,317.6,1.1,1,2020-03-20,0145,T,0,6.0NRT,300.5,7.8,D
-15.649,129.836,323.4,1.1,1,2020-03-20,0145,T,46,6.0NRT,308.3,7.1,D
-15.679,129.665,327.3,1.1,1,2020-03-20,0145,T,53,6.0NRT,310.3,10.8,D
-15.861,127.512,328.2,1,1,2020-03-20,0145,T,70,6.0NRT,312,10.5,D
-15.965,127.652,328.8,1,1,2020-03-20,0145,T,71,6.0NRT,310.6,12.4,D
-16.052,127.984,335.7,1,1,2020-03-20,0145,T,81,6.0NRT,310.4,21.7,D
-16.053,127.993,333,1,1,2020-03-20,0145,T,78,6.0NRT,310.7,17.7,D
-16.061,127.983,336,1,1,2020-03-20,0145,T,81,6.0NRT,310.1,22.7,D
-16.062,127.992,324.5,1,1,2020-03-20,0145,T,33,6.0NRT,310.1,7.7,D
-16.066,128.02,333.4,1,1,2020-03-20,0145,T,76,6.0NRT,310.1,18.9,D
-16.075,128.018,327.3,1,1,2020-03-20,0145,T,50,6.0NRT,310.2,11.6,D
-16.045,127.69,330.1,1,1,2020-03-20,0145,T,74,6.0NRT,311.6,14,D
-16.115,128.041,324.3,1,1,2020-03-20,0145,T,57,6.0NRT,307.3,9.5,D
-16.117,128.05,327.5,1,1,2020-03-20,0145,T,68,6.0NRT,308.3,13,D
-16.54,128.36,327.7,1,1,2020-03-20,0145,T,68,6.0NRT,311.5,11.5,D
-16.383,127.25,326.1,1,1,2020-03-20,0145,T,33,6.0NRT,310.4,8.3,D
-16.436,127.048,326.2,1,1,2020-03-20,0145,T,55,6.0NRT,310.3,8.7,D
-16.64,127.543,341,1,1,2020-03-20,0145,T,87,6.0NRT,312.8,29.7,D
-16.641,127.553,331.2,1,1,2020-03-20,0145,T,75,6.0NRT,311.2,14.8,D
-16.649,127.542,342.8,1,1,2020-03-20,0145,T,88,6.0NRT,310.5,32.9,D
-16.66,127.559,323.7,1,1,2020-03-20,0145,T,53,6.0NRT,309,6.2,D
-17.56,128.291,326.6,1,1,2020-03-20,0145,T,36,6.0NRT,312.8,6.5,D
-17.569,128.289,340.7,1,1,2020-03-20,0145,T,85,6.0NRT,314.9,26.7,D
-17.615,128.292,334.1,1,1,2020-03-20,0145,T,77,6.0NRT,314.9,15.3,D
-17.617,128.301,336.6,1,1,2020-03-20,0145,T,81,6.0NRT,316.6,19,D
-28.522,-57.016,300.9,1.2,1.1,2020-03-20,0225,T,35,6.0NRT,289.2,6.3,N
-28.682,-60.775,301.6,1.9,1.4,2020-03-20,0225,T,43,6.0NRT,288.8,16.3,N
-17.686,-57.065,317.2,1,1,2020-03-20,0225,T,95,6.0NRT,290.4,12.7,N
-17.687,-57.075,356.8,1,1,2020-03-20,0225,T,100,6.0NRT,293.8,75.4,N
-17.677,-57.067,340.3,1,1,2020-03-20,0225,T,100,6.0NRT,292.9,41.1,N
-17.678,-57.076,349.4,1,1,2020-03-20,0225,T,100,6.0NRT,294.8,57.9,N
-17.68,-57.086,316.5,1,1,2020-03-20,0225,T,93,6.0NRT,290.2,11.2,N
-17.668,-57.068,347.7,1,1,2020-03-20,0225,T,100,6.0NRT,291.3,54.3,N
-17.669,-57.078,371.6,1,1,2020-03-20,0225,T,100,6.0NRT,295.3,118.2,N
-17.671,-57.087,326.2,1,1,2020-03-20,0225,T,100,6.0NRT,290.7,20.3,N
-17.589,-57.097,317.5,1,1,2020-03-20,0225,T,95,6.0NRT,286.9,13,N
-17.591,-57.106,309.2,1,1,2020-03-20,0225,T,74,6.0NRT,286,6.3,N
-17.579,-57.089,312.7,1,1,2020-03-20,0225,T,85,6.0NRT,287.5,8.7,N
-17.58,-57.098,376.1,1,1,2020-03-20,0225,T,100,6.0NRT,290.3,135.4,N
-17.582,-57.107,325.9,1,1,2020-03-20,0225,T,100,6.0NRT,285.9,21.1,N
-16.193,-59.863,305.5,1.2,1.1,2020-03-20,0225,T,65,6.0NRT,284.1,7.5,N
-16.194,-59.874,318.4,1.2,1.1,2020-03-20,0225,T,97,6.0NRT,285.5,20.1,N
48.579,132.177,321.1,3,1.6,2020-03-20,0130,T,81,6.0NRT,279.2,104.2,D
48.577,132.218,336.4,3,1.6,2020-03-20,0130,T,90,6.0NRT,280,196.3,D
48.579,132.172,309.6,3,1.6,2020-03-20,0130,T,65,6.0NRT,278.9,56.1,D
48.577,132.212,340.3,3,1.6,2020-03-20,0130,T,92,6.0NRT,280.3,225.4,D
48.562,132.211,308.9,3,1.6,2020-03-20,0130,T,68,6.0NRT,278.4,54.4,D
35.941,140.684,305.6,1,1,2020-03-20,0130,T,0,6.0NRT,292.6,4,D
33.204,131.127,303.4,2.4,1.5,2020-03-20,0130,T,56,6.0NRT,285,23.4,D
33.181,131.07,304.8,2.4,1.5,2020-03-20,0130,T,47,6.0NRT,285.8,24.4,D
33.207,131.145,300.8,2.4,1.5,2020-03-20,0130,T,38,6.0NRT,285.1,17.7,D
33.186,131.065,307.4,2.4,1.5,2020-03-20,0130,T,65,6.0NRT,285.8,32.8,D
33.044,131.2,300.5,2.4,1.5,2020-03-20,0130,T,34,6.0NRT,286.2,15.4,D
33.042,131.225,314,2.4,1.5,2020-03-20,0130,T,74,6.0NRT,287.9,46,D
44.237,124.916,323.6,1.7,1.3,2020-03-20,0310,T,62,6.0NRT,285.7,39.4,D
44.239,124.912,319.5,1.7,1.3,2020-03-20,0310,T,61,6.0NRT,285.7,32.1,D
44.087,120.287,307.1,1.1,1,2020-03-20,0310,T,59,6.0NRT,289.6,5.3,D
43.652,120.429,307.9,1.1,1,2020-03-20,0310,T,59,6.0NRT,289.8,5.9,D
42.855,118.944,307.4,1,1,2020-03-20,0310,T,60,6.0NRT,291.8,4.6,D
42.63,118.962,317.1,1,1,2020-03-20,0310,T,76,6.0NRT,293.6,12.4,D
42.292,119.886,307.1,1.1,1,2020-03-20,0310,T,57,6.0NRT,288.6,5.5,D
41.711,119.617,311.3,1.1,1,2020-03-20,0310,T,61,6.0NRT,291.9,8.6,D
41.546,118.994,309.7,1.1,1,2020-03-20,0310,T,40,6.0NRT,295.4,3.3,D
41.422,118.907,307.8,1.1,1,2020-03-20,0310,T,31,6.0NRT,293.3,3.8,D
40.92,119.45,309.8,1.1,1,2020-03-20,0310,T,56,6.0NRT,296.6,5.6,D
40.637,118.867,311.4,1.1,1,2020-03-20,0310,T,70,6.0NRT,295,8.8,D
41.289,111.16,317.2,1.5,1.2,2020-03-20,0310,T,71,6.0NRT,296.6,16.9,D
40.111,118.734,311,1.1,1,2020-03-20,0310,T,64,6.0NRT,295.4,4.6,D
39.879,119.236,307.9,1.1,1.1,2020-03-20,0310,T,49,6.0NRT,290.9,5.2,D
39.806,118.05,309.8,1,1,2020-03-20,0310,T,54,6.0NRT,294.9,4.8,D
39.798,118.097,309.2,1,1,2020-03-20,0310,T,47,6.0NRT,294.6,3.5,D
39.785,118.181,311.3,1,1,2020-03-20,0310,T,59,6.0NRT,297.2,5.4,D
39.783,118.193,310.6,1,1,2020-03-20,0310,T,56,6.0NRT,296.1,4.7,D
39.766,118.239,313.6,1.1,1,2020-03-20,0310,T,65,6.0NRT,297.8,6.5,D
39.656,118.405,308.4,1.1,1,2020-03-20,0310,T,32,6.0NRT,293.9,4.3,D
40.609,109.367,312.6,1.9,1.4,2020-03-20,0310,T,64,6.0NRT,296.4,13.2,D
40.605,109.36,313.8,1.9,1.4,2020-03-20,0310,T,56,6.0NRT,296.1,14.9,D
40.503,106.547,316.3,2.8,1.6,2020-03-20,0310,T,50,6.0NRT,296.7,35.2,D
39.284,117.301,346.3,1,1,2020-03-20,0310,T,0,6.0NRT,291.3,51.1,D
39.277,117.293,312,1,1,2020-03-20,0310,T,58,6.0NRT,294.2,7.4,D
39.275,117.305,311.6,1,1,2020-03-20,0310,T,55,6.0NRT,293.4,7.1,D
39.038,115.474,308.2,1,1,2020-03-20,0310,T,25,6.0NRT,292.2,3,D
38.943,113.568,313.8,1.1,1.1,2020-03-20,0310,T,64,6.0NRT,291.2,11.6,D
38.941,113.58,326.6,1.1,1.1,2020-03-20,0310,T,81,6.0NRT,293.1,26.4,D
38.933,113.567,312.7,1.1,1.1,2020-03-20,0310,T,57,6.0NRT,290.1,10.8,D
38.932,113.579,335.3,1.1,1.1,2020-03-20,0310,T,87,6.0NRT,291.4,39.6,D
39.26,110.161,318.6,1.7,1.3,2020-03-20,0310,T,70,6.0NRT,299,18.2,D
37.721,120.894,312.6,1.4,1.2,2020-03-20,0310,T,51,6.0NRT,294.3,11.3,D
39.26,110.174,313.9,1.7,1.3,2020-03-20,0310,T,34,6.0NRT,298.3,9.1,D
37.718,120.887,328.8,1.4,1.2,2020-03-20,0310,T,85,6.0NRT,295.2,38.8,D
37.715,120.903,349.6,1.4,1.2,2020-03-20,0310,T,96,6.0NRT,296.5,97.7,D
37.707,120.884,319.4,1.4,1.2,2020-03-20,0310,T,77,6.0NRT,294.9,22.4,D
37.704,120.899,349.8,1.4,1.2,2020-03-20,0310,T,96,6.0NRT,295.4,99.6,D
37.995,118.713,308.5,1.1,1.1,2020-03-20,0310,T,36,6.0NRT,291.5,7.6,D
38.527,115.108,311.3,1,1,2020-03-20,0310,T,59,6.0NRT,296.1,5.2,D
37.505,120.793,327.4,1.4,1.2,2020-03-20,0310,T,84,6.0NRT,293.6,38,D
37.502,120.809,328.7,1.4,1.2,2020-03-20,0310,T,85,6.0NRT,292,40.6,D
38.012,117.892,301.9,1.1,1,2020-03-20,0310,T,47,6.0NRT,282.4,3.9,D
38.01,117.904,301.2,1.1,1,2020-03-20,0310,T,27,6.0NRT,281.7,3.1,D
37.363,121.344,305.3,1.6,1.2,2020-03-20,0310,T,54,6.0NRT,291.8,5.9,D
37.363,121.337,306.8,1.6,1.2,2020-03-20,0310,T,57,6.0NRT,291.5,7.3,D
37.326,121.289,309,1.6,1.2,2020-03-20,0310,T,65,6.0NRT,292.4,11.8,D
38.38,114.909,355.9,1,1,2020-03-20,0310,T,98,6.0NRT,298,71.6,D
38.378,114.92,315.9,1,1,2020-03-20,0310,T,52,6.0NRT,296.6,8.1,D
38.371,114.907,316.8,1,1,2020-03-20,0310,T,63,6.0NRT,298.3,8.6,D
37.391,120.669,315.1,1.4,1.2,2020-03-20,0310,T,72,6.0NRT,292.9,15.6,D
37.387,120.662,322.2,1.4,1.2,2020-03-20,0310,T,80,6.0NRT,293.7,27.9,D
37.787,118.009,330.8,1.1,1,2020-03-20,0310,T,87,6.0NRT,294.1,28.5,D
36.999,121.111,313,1.5,1.2,2020-03-20,0310,T,68,6.0NRT,293.9,15.7,D
38.199,113.142,316.7,1.1,1.1,2020-03-20,0310,T,60,6.0NRT,297.5,10.3,D
38.197,113.155,313.8,1.1,1.1,2020-03-20,0310,T,53,6.0NRT,296.1,8,D
38.19,113.14,326.5,1.1,1.1,2020-03-20,0310,T,80,6.0NRT,300.2,21.4,D
38.188,113.153,325.8,1.1,1.1,2020-03-20,0310,T,80,6.0NRT,298.3,20.9,D
37.412,118.434,320,1.1,1.1,2020-03-20,0310,T,77,6.0NRT,295.5,16.2,D
37.41,118.447,311,1.1,1.1,2020-03-20,0310,T,62,6.0NRT,295.4,6.8,D
38.28,112.135,309.5,1.3,1.1,2020-03-20,0310,T,39,6.0NRT,292.8,9.2,D
37.022,120.27,377.1,1.4,1.2,2020-03-20,0310,T,100,6.0NRT,301.3,220.5,D
37.019,120.285,328.2,1.4,1.2,2020-03-20,0310,T,84,6.0NRT,295.2,35,D
37.012,120.267,314.9,1.4,1.2,2020-03-20,0310,T,70,6.0NRT,295,13.5,D
37.438,117.775,311.8,1.1,1,2020-03-20,0310,T,69,6.0NRT,293.2,9,D
37.457,117.137,303.4,1,1,2020-03-20,0310,T,38,6.0NRT,290,3.7,D
37.455,117.148,305.4,1,1,2020-03-20,0310,T,53,6.0NRT,290.2,5.1,D
37.44,117.24,303.8,1,1,2020-03-20,0310,T,43,6.0NRT,287.5,4.1,D
37.077,118.892,312.4,1.2,1.1,2020-03-20,0310,T,61,6.0NRT,297.9,7.4,D
37.057,118.88,312.6,1.2,1.1,2020-03-20,0310,T,65,6.0NRT,299.2,8.3,D
38.251,109.917,314,1.7,1.3,2020-03-20,0310,T,59,6.0NRT,298.7,10.7,D
37.108,118.296,310.2,1.1,1.1,2020-03-20,0310,T,58,6.0NRT,296.2,6.1,D
37.071,118.508,314.7,1.1,1.1,2020-03-20,0310,T,69,6.0NRT,295.5,10.1,D
36.965,118.7,312.8,1.2,1.1,2020-03-20,0310,T,52,6.0NRT,296.6,5.7,D
37.086,117.816,309.8,1.1,1,2020-03-20,0310,T,35,6.0NRT,296.4,5,D
36.606,120.345,308.4,1.4,1.2,2020-03-20,0310,T,33,6.0NRT,294.5,7.5,D
36.783,118.506,317.1,1.2,1.1,2020-03-20,0310,T,71,6.0NRT,298.7,8.6,D
37.443,113.44,314.8,1.1,1,2020-03-20,0310,T,67,6.0NRT,293.5,11.9,D
37.441,113.452,355.9,1.1,1,2020-03-20,0310,T,98,6.0NRT,295.9,83.4,D
36.828,117.582,317.6,1.1,1,2020-03-20,0310,T,72,6.0NRT,296.5,11.1,D
36.822,117.575,308.9,1.1,1,2020-03-20,0310,T,52,6.0NRT,296.4,4.5,D
36.82,117.586,319.5,1.1,1,2020-03-20,0310,T,75,6.0NRT,297.2,14,D
36.733,118.052,309.9,1.1,1.1,2020-03-20,0310,T,55,6.0NRT,294.9,5,D
36.729,117.962,313.5,1.1,1,2020-03-20,0310,T,65,6.0NRT,296.3,7.7,D
36.266,120.11,314,1.4,1.2,2020-03-20,0310,T,66,6.0NRT,290.7,15.1,D
37.337,113.051,313,1.1,1.1,2020-03-20,0310,T,54,6.0NRT,294,8.8,D
36.957,115.387,310.2,1,1,2020-03-20,0310,T,58,6.0NRT,294.2,4.5,D
36.684,114.452,320.4,1,1,2020-03-20,0310,T,74,6.0NRT,303.5,10.1,D
36.682,114.463,359.3,1,1,2020-03-20,0310,T,99,6.0NRT,304.8,78.7,D
35.365,118.688,316.8,1.2,1.1,2020-03-20,0310,T,53,6.0NRT,296.6,13,D
35.45,117.892,313.7,1.1,1.1,2020-03-20,0310,T,64,6.0NRT,299.4,5.2,D
35.418,117.91,315.1,1.1,1.1,2020-03-20,0310,T,35,6.0NRT,298.4,5.7,D
35.23,118.287,321.7,1.2,1.1,2020-03-20,0310,T,75,6.0NRT,295.6,15.9,D
35.254,118.095,311.1,1.2,1.1,2020-03-20,0310,T,43,6.0NRT,296.3,6.2,D
35.231,118.149,311.8,1.2,1.1,2020-03-20,0310,T,26,6.0NRT,295.5,6.1,D
35.229,118.161,313.2,1.2,1.1,2020-03-20,0310,T,24,6.0NRT,295.2,7.4,D
35.19,118.271,321.6,1.2,1.1,2020-03-20,0310,T,40,6.0NRT,295,14.8,D
35.211,118.091,314,1.2,1.1,2020-03-20,0310,T,22,6.0NRT,295.8,7.2,D
35.209,118.104,320.5,1.2,1.1,2020-03-20,0310,T,38,6.0NRT,295.9,13.5,D
35.165,118.358,311.5,1.2,1.1,2020-03-20,0310,T,44,6.0NRT,295.6,5.5,D
35.195,118.126,323.2,1.2,1.1,2020-03-20,0310,T,42,6.0NRT,295.8,15.7,D
35.166,118.238,322.5,1.2,1.1,2020-03-20,0310,T,72,6.0NRT,295.1,15.8,D
35.37,116.973,309.2,1.1,1,2020-03-20,0310,T,52,6.0NRT,295.1,4.2,D
35.146,118.16,314.4,1.2,1.1,2020-03-20,0310,T,21,6.0NRT,294.7,7.2,D
35.342,116.806,307.4,1.1,1,2020-03-20,0310,T,30,6.0NRT,293.8,4.1,D
35.352,115.983,309.8,1,1,2020-03-20,0310,T,62,6.0NRT,296.5,6.1,D
34.969,118.242,313.1,1.2,1.1,2020-03-20,0310,T,33,6.0NRT,295.5,7.1,D
34.959,118.239,315,1.2,1.1,2020-03-20,0310,T,44,6.0NRT,295.7,9.1,D
35.28,115.971,308,1,1,2020-03-20,0310,T,53,6.0NRT,296,4.7,D
34.846,117.935,312.3,1.2,1.1,2020-03-20,0310,T,54,6.0NRT,294.7,6.1,D
34.794,117.584,312.3,1.1,1.1,2020-03-20,0310,T,67,6.0NRT,296.2,7.6,D
34.749,117.592,309.3,1.1,1.1,2020-03-20,0310,T,25,6.0NRT,295.4,5.2,D
34.706,116.95,309.1,1.1,1,2020-03-20,0310,T,54,6.0NRT,295.3,5.8,D
34.541,117.899,307.3,1.2,1.1,2020-03-20,0310,T,48,6.0NRT,293.8,4.6,D
34.137,117.14,310.5,1.1,1,2020-03-20,0310,T,47,6.0NRT,296.4,5,D
33.963,117.732,305.8,1.2,1.1,2020-03-20,0310,T,50,6.0NRT,293.9,4.2,D
35.213,107.258,316.5,2.2,1.4,2020-03-20,0310,T,69,6.0NRT,298.8,26.9,D
33.802,117.875,306.3,1.2,1.1,2020-03-20,0310,T,44,6.0NRT,294.7,4.9,D
34.1,113.219,314.2,1,1,2020-03-20,0310,T,64,6.0NRT,299.7,6.7,D
33.521,116.61,305.1,1.1,1,2020-03-20,0310,T,49,6.0NRT,294.5,4.6,D
33.486,116.768,315.3,1.1,1,2020-03-20,0310,T,73,6.0NRT,293.6,11.9,D
34.005,112.963,311.5,1.1,1,2020-03-20,0310,T,29,6.0NRT,299.8,5.8,D
33.802,113.451,312.2,1,1,2020-03-20,0310,T,60,6.0NRT,300.1,5.4,D
32.584,118.69,308.5,1.4,1.2,2020-03-20,0310,T,44,6.0NRT,295.4,7.2,D
32.654,118.243,313.2,1.3,1.1,2020-03-20,0310,T,68,6.0NRT,298.1,11.5,D
32.652,118.257,332.8,1.3,1.1,2020-03-20,0310,T,87,6.0NRT,298.4,42.1,D
33.443,112.558,313.1,1.1,1,2020-03-20,0310,T,63,6.0NRT,299.3,6.6,D
32.843,116.553,308.5,1.1,1,2020-03-20,0310,T,41,6.0NRT,291.9,6.1,D
32.842,116.564,309.3,1.1,1,2020-03-20,0310,T,44,6.0NRT,291.1,7,D
32.647,117.703,309.5,1.2,1.1,2020-03-20,0310,T,55,6.0NRT,297.1,6.9,D
32.82,116.306,315.8,1.1,1,2020-03-20,0310,T,66,6.0NRT,291.7,11.4,D
32.813,116.293,314,1.1,1,2020-03-20,0310,T,50,6.0NRT,294.6,9.6,D
32.812,115.954,307.2,1,1,2020-03-20,0310,T,51,6.0NRT,295,3.6,D
32.328,118.387,310.6,1.3,1.1,2020-03-20,0310,T,36,6.0NRT,296.3,4.4,D
32.306,116.788,320.4,1.1,1.1,2020-03-20,0310,T,75,6.0NRT,296.9,16.3,D
32.304,116.8,309.5,1.1,1.1,2020-03-20,0310,T,50,6.0NRT,296.2,5.4,D
32.152,117.521,311.3,1.2,1.1,2020-03-20,0310,T,60,6.0NRT,298.4,6.9,D
32.233,116.668,314.2,1.1,1.1,2020-03-20,0310,T,65,6.0NRT,298.8,8,D
32.158,117.005,316.2,1.2,1.1,2020-03-20,0310,T,69,6.0NRT,298.2,11.3,D
32.053,116.579,316.6,1.1,1.1,2020-03-20,0310,T,69,6.0NRT,299,10.3,D
